Date,Open,High,Low,Close,Quantity
2001-01-09,69.18,69.65,68.74,68.91,23447699
2001-01-10,69.02,69.58,67.21,67.7,24575475
2001-01-11,67.86,68.78,67.57,68.49,21146878
2001-01-12,68.71,68.99,68.15,68.25,12480899
2001-01-15,68.15,68.63,67.76,68.44,10274177
2001-01-16,68.44,71.3,68.44,70.92,54010842
2001-01-17,71.44,71.5,69.54,69.69,21632275
2001-01-18,69.88,70.55,69.56,70.21,14183122
2001-01-19,70.28,71.96,70.28,71.05,34098031
2001-01-22,71.03,72.36,70.86,72.09,39416208
2001-01-23,72.14,73.97,72.14,73.47,42981844
2001-01-24,74.0,74.02,72.86,73.22,28369377
2001-01-25,73.44,73.82,72.51,73.48,23323449
2001-01-29,73.15,73.15,69.49,72.7,26359756
2001-01-30,72.87,75.27,72.87,75.01,54614509
2001-01-31,77.96,77.96,73.34,74.04,30650182
2001-02-01,73.82,74.81,71.74,74.33,66190130
2001-02-02,74.02,76.21,73.91,75.94,52618712
2001-02-05,75.67,77.1,75.12,76.84,55429860
2001-02-06,77.0,77.48,76.28,76.59,31421787
2001-02-07,76.16,76.61,75.46,75.74,18893906
2001-02-08,75.31,76.51,75.17,76.22,24848795
2001-02-09,76.42,77.38,75.89,76.79,36208000
2001-02-12,76.28,78.23,76.09,77.11,34229673
2001-02-13,77.38,79.29,76.52,78.93,44326639
2001-02-14,79.86,80.35,78.84,79.99,46528140
2001-02-15,79.89,81.89,79.5,81.37,76399247
2001-02-16,81.6,82.65,80.85,81.32,65892629
2001-02-19,81.43,82.21,80.56,81.88,33068499
2001-02-20,81.62,82.11,81.04,81.39,37173429
2001-02-21,81.44,81.78,79.33,79.71,40987397
2001-02-22,79.5,80.66,78.66,79.82,40453460
2001-02-23,79.9,80.97,78.85,79.18,40142951
2001-02-26,78.96,79.48,77.63,78.2,32320005
2001-02-27,78.44,78.78,76.48,77.4,29146197
2001-02-28,77.38,80.85,77.13,79.71,57400114
2001-03-01,80.08,85.86,80.08,84.35,82791860
2001-03-02,84.7,86.82,79.92,80.68,69694925
2001-03-05,80.95,81.81,77.48,78.67,49038374
2001-03-07,79.31,81.75,76.73,79.31,39194821
2001-03-08,79.59,80.88,78.74,79.58,23015787
2001-03-09,79.14,79.14,76.74,78.83,20397392
2001-03-12,78.75,79.31,77.38,78.54,19071034
2001-03-13,77.2,80.56,72.26,74.71,27350639
2001-03-14,74.88,77.94,74.14,76.88,17519226
2001-03-15,75.65,77.28,74.71,76.47,12905236
2001-03-16,75.85,76.86,72.98,73.92,16640561
2001-03-19,73.34,74.69,72.3,73.63,11734068
2001-03-20,73.92,74.06,71.32,71.87,9464753
2001-03-21,72.48,77.63,70.31,77.25,17257158
2001-03-22,78.03,78.69,75.27,75.73,14899881
2001-03-23,75.85,77.13,72.05,73.06,18407418
2001-03-26,73.15,74.42,72.4,73.96,9203496
2001-03-27,73.73,75.92,73.48,75.21,15251169
2001-03-28,76.04,77.96,75.77,77.38,13856930
2001-03-29,77.24,78.13,75.85,76.32,19808197
2001-03-30,75.86,76.36,74.43,74.99,12760379
2001-04-02,74.4,75.81,72.1,75.28,14492618
2001-04-03,75.08,76.04,74.31,75.24,7988556
2001-04-04,73.18,74.63,72.81,73.75,7540971
2001-04-06,73.73,75.64,73.34,73.68,6063792
2001-04-09,73.19,73.86,67.71,68.77,25416057
2001-04-10,68.38,68.38,62.81,63.26,18984862
2001-04-11,63.53,64.98,59.03,62.42,29518681
2001-04-12,61.22,61.22,56.23,57.24,33766109
2001-04-16,56.33,60.25,55.83,59.32,23422862
2001-04-17,59.1,61.95,58.91,60.68,20530161
2001-04-18,60.45,63.51,58.33,62.99,34152270
2001-04-19,63.52,72.88,63.52,71.18,55260706
2001-04-20,71.21,72.17,67.97,69.08,29929829
2001-04-23,68.34,69.95,67.52,68.16,16915756
2001-04-24,67.61,67.95,66.32,67.27,13848842
2001-04-25,67.38,69.88,66.99,69.04,25770655
2001-04-26,69.39,70.44,67.72,68.31,26506426
2001-04-27,67.57,67.57,64.03,66.48,26846306
2001-04-30,67.12,68.03,64.3,65.93,17276561
2001-05-02,65.84,66.7,64.72,65.89,11754436
2001-05-03,65.64,67.14,65.38,66.21,12156826
2001-05-04,66.06,66.61,65.64,66.16,6526686
2001-05-07,66.03,66.87,65.36,65.62,5841948
2001-05-08,65.55,67.03,65.46,66.62,11427995
2001-05-09,66.8,68.88,66.71,67.71,23111886
2001-05-10,67.74,68.66,67.49,68.37,11325631
2001-05-11,68.62,69.55,68.17,68.4,11587792
2001-05-14,68.34,69.69,68.27,69.26,9228649
2001-05-15,68.72,71.69,67.02,71.38,24151070
2001-05-16,71.73,72.15,70.29,70.64,17232218
2001-05-17,71.01,74.12,71.01,73.64,30127974
2001-05-18,74.05,74.08,71.8,72.16,15675283
2001-05-21,71.61,73.44,71.53,72.51,15086706
2001-05-22,72.74,73.44,72.32,72.66,10946795
2001-05-23,72.58,73.78,72.54,73.35,9795797
2001-05-24,73.34,75.92,73.34,75.63,35075039
2001-05-25,75.84,76.56,75.28,75.76,22157029
2001-05-28,75.85,77.37,75.85,76.77,13536743
2001-05-29,76.81,78.34,76.42,77.65,15880525
2001-05-30,78.16,78.29,75.07,75.37,20290535
2001-05-31,75.0,75.81,73.73,75.52,15911086
2001-06-01,75.7,75.89,72.78,73.2,15979423
2001-06-04,73.54,73.72,71.47,72.14,11547517
2001-06-05,71.75,72.73,71.32,71.79,10520862
2001-06-06,72.17,72.38,70.04,70.37,14698457
2001-06-07,70.65,70.73,68.75,70.11,19550005
2001-06-08,70.26,71.89,70.14,71.3,18681558
2001-06-11,71.23,71.7,70.47,71.36,13868478
2001-06-12,71.21,71.48,70.74,71.23,7164629
2001-06-13,71.42,72.55,71.23,72.26,11937195
2001-06-14,71.97,72.82,69.7,70.05,24162561
2001-06-15,69.7,69.7,67.97,68.84,17618021
2001-06-18,68.36,68.72,65.28,65.57,20574052
2001-06-19,65.45,66.99,65.38,66.77,13548239
2001-06-20,64.49,67.57,64.49,66.38,9679413
2001-06-21,66.36,67.46,65.45,65.66,17520722
2001-06-22,65.84,66.18,64.72,65.91,11568535
2001-06-25,65.58,66.05,64.59,65.73,9171564
2001-06-26,65.55,67.15,65.26,66.76,10535984
2001-06-27,66.61,69.28,65.99,68.93,16443626
2001-06-28,68.92,70.54,68.63,69.74,14297605
2001-06-29,69.78,71.89,69.32,70.94,9994748
2001-07-02,71.38,76.04,67.82,69.04,5234909
2001-07-03,67.3,67.76,62.37,63.41,24407543
2001-07-04,62.18,63.81,61.99,62.79,14653927
2001-07-05,63.91,64.76,63.15,63.86,10418338
2001-07-06,62.37,63.39,61.79,62.7,6362265
2001-07-09,62.37,63.53,60.85,62.99,13320416
2001-07-10,63.81,64.47,62.95,64.24,9263974
2001-07-11,63.91,65.59,63.35,64.8,5940748
2001-07-12,65.16,65.97,64.91,65.49,6482873
